file_name,folder_name,preprocessed_text
8-11-20 Kravitz and Hernandez_embedded.txt,Comments received after 7-31-20 posting_embeddedText,august california department education n street sacramento ca may concern alianza strongly support ethnic study curriculum school time ethnic study expanding championed given racial strife presidentially endorsed racism experiencing nation addressing representation four major ethnic group state standard curriculum textbook provide student greater understanding history world work racialized way critical community color part global state majority marginalized ca department education cde move forward finalizing ca ethnic study model curriculum school california serve transmitter white eurocentric cultural political attitude expense student color revision normal part process cde writer draft process utilized writer must transparent also critical curriculum driven voice indigenous community color curriculum delayed fundamentally diluted people without expertise field ethnic study provides space foster critical dialogue empowerment critical space enables u understand important social issue public often ignores hope multiple indispensable contribution ethnic study fifty year betterment academic institution society significant factor enables u move forward strong ethnic study model curriculum student working alianza stated million high school student million color deserve curriculum alianza collective active college student educator community activist working comprehensive immigration reform offer support immigrant community particularly dreamer creating awareness issue resource delivering meaningful outreach high school college student educator building system support dreamer providing undocumented youth resource networking opportunity alianza strongly support legislation policy increase access affordable educational opportunity undocumented student sincerely rhonda kravitz dpa msls ceo alianza dean emeritus sacramento city college marisela hernandez ba president operation coordination planning
8-11-20 Misa_embedded.txt,Comments received after 7-31-20 posting_embeddedText,misa fagasavali sent tuesday august ethnic study subject external public comment iqc meeting dear instructional quality commission behalf samoan solution history social science teacher sfusd submitting comment response current ethnic study model curriculum write express grave concern regarding lack pacific islander arab american study representation latest draft esmc past year belonged local community organization samoan solution work revolves heavily around cultural identity cultural preservation connecting pacific islander community social service important work pacific islander accurately represented every public setting need culturally competent service provider engage community member similarly representation pacific islander need within school system engage youth new teacher history social science field citizen attest pacific island history often left current history narrative curriculum well world history yet many pacific island nation current former territory united state world power year longer disregarded longer history heritage pacific islander people place within california classroom student deserve see reflected within school urge cde curriculum team instructional quality commission pas esmc includes pacific islander arab american study course outline moving forward work respective community ensure happens also demand original ethnic study model curriculum esmc committee writer expert reconvened committee ethnic study scholar teacher expert ethnic study curriculum pedagogy thank opportunity submit comment ethnic study model curriculum please hesitate contact provide information sincerely misa special education teacher visitacion valley middle school executive board vice president samoan solution
8-11-20 Silverberg-Rajna_embedded.txt,Comments received after 7-31-20 posting_embeddedText,shana sent monday august pm ethnic study cc email redacted subject external draft feedback dear instructional quality commission california board education appreciate improvement ethnic study model curriculum esmc upset imposition offensive political ideology still remains proposed draft california ethnic study model curriculum major concern apartheid state israeli citizen include jew muslim christian equal right muslim serve government including member parliament organ transplant list blind ethnicity religion say israel colonialist wrong israel year old history history land israel much right exist palestinian state middle eastern immigrant community asked represented curriculum include mizrahi jew iranian kurd yezidis zoroastrian diverse community represent estimated combined total population least middle eastern diasporic population california simply lumped together using term middle easterner life long californian parent every jewish person know experienced differentiating attitude ethnic study must talk jewish american experience well urge make significant revision esmc address concern please revise guiding value principle esmc use precise inclusive terminology align esmc guideline build bridge intergroup understanding ensure critical thinking adjust lesson sample topic accordingly match revised principle thank shana fremont california
8-7-20 Schwartz_embedded.txt,Comments received after 7-31-20 posting_embeddedText,ruth schwartz sent thursday august pm ethnic study subject external comment ethnic study model curriculum dear iqc member submitting attached document comment esmc applaud cde making important change esmc appreciate hard work time new draft step right direction urge make change address shortcoming remain curriculum ca resident former teacher whose grandson recently graduated uc berkeley working toward teaching credential encouraged change made esmc greater inclusion sensitivity jew country surprised disturbed see teacher advised create linkage bd narrative hope misinterpreted information often disguised know much information given existence revised curriculum act committed increase significant number act occurred college campus power curriculum change mind good evil awesome responsibility statistic adl respected mainstream civil right organization thank much change made continuing consider suggestion community sincerely ruth schwartz
8-11-20 Christie_embedded.txt,Comments received after 7-31-20 posting_embeddedText,elizabeth christie sent tuesday august ethnic study superintendent email redacted subject external include arab american study ca ethnic study curriculum hi parent two child joaquin miller elementary public school burbank ca come attention arab american pacific islander study included revision ethnic study curriculum someone child directly impacted must insist added death george floyd murder revealed racism xenophobia rule country child greatest hope equitable future provide student education ethnic study provided tool navigate world empathy solidarity end must pas esmc includes pacific islander arab american study course outline include palestine arab american study create holistic ethinic study program era exacerbated trump muslim ban arab american study desperately need curriculum reflects history current reality thank much time christie
8-12-20 Fried_embedded.txt,Comments received after 7-31-20 posting_embeddedText,dear committee foster city ca resident mother following comment ca ethnic study curriculum particularly concerned repeated attempt coopt politicize curriculum teach tolerance inclusiveness ethnic group proponent attitude seek erase jewish history minimize victimization jew persecuted minority attempting brainwash kid bd political agenda masquerading social justice issue hateful bd campaign target jew israeli american promulgated extremist group muslim brotherhood seek vilify israel distorts history complexity conflict extremist racist propaganda place school specific point follows commend cde including recent rise violence topic study esmc believe edited say recent rise violence hatred ensure discussion include antisemitic harassment vandalism discrimination rhetoric may fit within category violence page line instead providing clear definition term mentioned guiding value principle ethnic study esmc includes footnote educator delve deeper source term source mentioned include maira shihade spade lead educator connect social movement principle bd movement citation refers israel state connects middle east movement attack cde partner organization adl accurately defining term within esmc educator follow terminology problematic reference mentioned citation ultimately promoting hateful content originally removed first draft esmc page line commend cde adding language transparency public input regarding development local ethnic study curriculum well encouraging exploration multiple often competing source information urge strongly emphasize point communication local school board well communicate educator refrain conveying political view potential bias page student write paper detailing certain event american history led jewish irish american gaining racial privilege page line targeted jewish community across america currently dealing antisemitism spread belief jew responsible racial financial inequality america chapter falsely representing jewish american narrative would promote antisemitic rhetoric instill ideology prompt lead student assumption jew white rather taking consideration vast mizrahi jewish immigrant population hailed arab country result persecution well black jew spanish jew latino jew jew north africa also reference white jew eastern europe mention white jew still targeted today white nationalist group carry antisemitic violence victim recent synagogue attack murdered perpetrator perception enemy white race irish american today face kind violence white supremacist unique experience arab middle easterner include mizrahi jew esmc erasing narrative ethnic religious group middle east form middle eastern immigrant community america page line given problem listed example unit covering experience jewish american teacher access esmc minimum following material included well page line antisemitism middle jew jewish american study course outline jewish american experience united state california thank lois fried foster city ca
8-10-20 McCartin_embedded.txt,Comments received after 7-31-20 posting_embeddedText,jennifer mccartin sent sunday august ethnic study cc superintendent email redacted subject external support arab american study board education iqc name jennifer mccartin public school educator sfusd support ethnic study model curriculum utmost importance arab american study swana south west asian north african study included within ethnic study curriculum arab student need see story within curriculum even student need inclusion arab inclusion current push antiracism education duty include perspective adversely affected racism country includes swana people lebanese american christian growing philadelphia area positive ethnic identity could formed home classmate saw arab swana people whole terrorist expendable body break heart think year later narrative still taught arab youth need better kid importantly american society one served false narrative around history geography religion point islam peaceful religion narrative contrary vilifies arab identity would conflate inclusion palestine would ask reconsider based geographical context israel border determined european allied leader palestinian land truth true u indigenous land paint another picture tell different story colonialism calling anything else merely perpetuates false narrative disservice palestine american israeli american relation two group american benefit shared understanding benefit hearing story palestinian american story american story israeli american story american story let get right group mean acknowledging taking work repair harm teacher swana identified person citizen diverse country planet calling inclusion arab american study ethnic study curriculum thank best jennifer mccartin
08-10-20 Williams_embedded.txt,Comments received after 7-31-20 posting_embeddedText,lew williams sent monday august pm cfird subject external include arab american study ethnic study hello current version ethnic study curriculum taken arab american study part original curriculum would reject arab american study whatever could reason objecting islamophobia pressure zionist want erase mention palestinian history totally unacceptable deprive next generation student knowledge heritage arab american vital understanding history current reality please explain real reason arab american study taken ethnic study shall know truth truth shall set u free subterfuge show total disrespect people california thanks await response sincerely lew williams
8-10-20 Delacruz_embedded.txt,Comments received after 7-31-20 posting_embeddedText,aristel delacruz sent sunday august ethnic study cc superintendent email redacted subject external include arab american study ethnic study curriculum greeting wanted express concern edits erasure made ethnic study curriculum draft many expert ethnic study instrumental early successful implementation discipline locked editing process educator bay area see desperate need ethnic study curriculum rooted social justice love community critical thinking edits made made jeopardizes reason initial interest curriculum early implementation study shown authentic ethnic study curriculum yielded positive result academic growth link report highlight importance including arab american study turath teaching understanding representing arab throughout history report researched written teenage member arab youth organizing ayo according ayo finding student surveyed said received information arab muslim internet television learned arab muslim school want also extend similar sentiment specifically pacific islander understanding pacific islander narrative outright erased draft also categorized asian american categorization clear indicator people editing process lack fundamental understanding stereotyping difference amongst different group restore core value narrative since erased curriculum give power actual expert make choice thank time aristel de la cruz
8-11-20 Hogue_embedded.txt,Comments received after 7-31-20 posting_embeddedText,hogue rebecca sent monday august pm ethnic study subject external esmc support pacific islander study dear iqc commissioner writing submit comment response current ethnic study model curriculum write express grave concern regarding lack pacific islander representation latest draft esmc currently teach harvard university lecturer history literature pacific islander study integral content methodology teaching recent phd graduate university california davis specialized pacific island literature also active participant various pacific islander initiative greater northern california region california home largest population pacific islander outside pacific island due ongoing dispossession pacific island homeland imperialism militarization climate change rising property cost pacific islander moving continent specifically california greater greater number imperative california public school curriculum reflect growing population settler hawaii great privilege surrounded pacific island history culture primary secondary school education fortunate rather essential aspect curriculum represent student well part california living history pacific islander student california deserve history taught integral part ethnic study curriculum indigenous history altogether often ignored furthermore legacy united state imperialism pacific island become yet another indigenous removal curriculum pacific islander history also often lumped census designation aapi honor specific cultural linguistic context pacific people many pacific islander indeed also asian descent many many glossing pacific island history dehumanizes ignores experience particular pacific islander course taught university california tell number time student would say never heard pacific island hawaii idea united state example detonated score nuclear weapon pacific home state california largest population pacific islander outside pacific california home pacific islander since century teach pacific islander study teach global history migration diaspora imperialism teach interdisciplinary storytelling music art critical thinking teach environmental study current event teach pacific islander study better serve student minimizing ignoring pacific island pacific islander curriculum mirror ideology imperial power used justify island exploitation student deserve better urge cde curriculum team instructional quality commission pas esmc includes pacific islander study course outline moving forward work respective community ensure happens thank opportunity submit comment ethnic study model curriculum please hesitate contact provide information sincerely rebecca hogue phd harvard university rebecca hogue phd lecturer history literature harvard university
